75,32,846
93,91,808
21,69,1237
98,31,1490
7,27,1366
63,63,710
5,92,64
65,15,53
47,79,674
6,60,113
11,93,17
57,72,275
2,65,1240
53,34,566
42,80,147
39,32,238
60,58,547
16,53,1327
49,24,1479
30,85,611
4,56,1239
39,66,1128
27,58,580
43,51,925
25,93,469
5,61,519
42,93,1104
42,30,602
29,40,238
48,91,1287
56,54,1447
38,17,181
73,4,1037
45,4,801
3,45,510
13,5,39
5,31,660
84,60,286
78,10,615
78,63,1217
93,49,821
9,65,442
54,71,671
38,77,1106
27,83,283
52,5,652
74,99,831
50,29,371
92,13,961
30,30,808
75,3,154
88,45,2
48,10,539
47,81,1486
25,14,51
16,17,746
39,7,1296
10,6,451
24,41,61
96,52,1090
15,5,1267
51,28,1269
91,26,791
7,44,195
85,10,723
69,66,609
11,58,506
81,33,1172
85,80,1067
69,92,752
89,20,88
80,22,1101
90,30,1416
58,25,272
33,67,37
25,25,1029
81,22,187
79,43,688
8,97,916
96,92,876
73,59,1261
77,99,1225
68,53,318
57,17,20
81,33,712
99,57,1335
0,3,1203
25,38,1392
50,67,1418
69,47,1070
9,52,629
53,80,365
63,26,1301
7,84,513
15,16,671
37,81,1264
39,26,982
40,36,959
80,43,1158
11,27,1
28,32,439
33,0,426
24,50,1108
80,36,1370
5,58,1361
68,72,404
21,39,802
1,20,1184
82,35,272
11,36,989
98,84,926
1,30,1336
75,16,1073
83,7,696
84,39,1185
95,70,1294
89,95,895
88,16,1054
52,62,1379
31,28,204
61,54,925
56,26,1132
27,53,305
4,84,475
8,78,446
94,61,814
82,12,386
90,78,1023
65,98,1059
12,86,363
75,71,1119
4,40,1235
58,45,168
15,62,8
84,31,568
53,58,410
17,66,1239
7,98,889
2,53,722
84,88,966
39,87,1131
87,17,365
97,57,856
46,85,505
2,34,767
71,8,674
67,7,562
26,4,437
69,32,1088
11,33,178
69,56,771
96,83,1254
27,8,241
14,44,522
11,63,364
12,95,491
43,83,1311
66,49,519
23,47,1408
81,94,818
0,44,844
6,68,1269
1,27,926
88,62,1146
11,43,381
92,91,38
63,87,218
22,11,1373
99,70,421
8,72,416
20,71,92
87,31,763
90,50,1301
72,72,259
54,65,473
61,21,398
66,78,367
61,21,86
70,21,1096
41,69,13
54,56,897
11,11,373
74,4,387
41,62,241
54,25,599
75,76,142
74,94,962
78,32,965
5,20,1211
19,36,1376
42,33,1126
6,2,642
73,76,497
81,73,1370
96,91,1112
62,93,519
11,31,178
58,54,677
48,58,974
65,48,967
75,82,1119
72,38,1309
77,38,455
13,68,1305
29,99,317
92,64,827
91,32,160
57,59,231
67,93,904
27,3,979
51,95,150
27,14,1447
76,14,334
18,26,14
16,65,813
35,13,631
39,9,1023
38,73,754
9,62,953
41,92,973
58,67,415
77,96,1037
54,66,1098
57,25,646
22,8,148
20,80,1228
15,74,70
44,93,944
84,8,150
18,89,922
30,87,1049
51,63,420
7,50,485
90,8,924
97,94,987
71,43,951
93,79,383
74,23,860
23,23,1169
49,69,1071
38,37,951
85,91,815
45,48,689
74,62,1160
80,77,480
98,78,1328
59,9,956
55,66,1024
90,0,887
73,65,825
0,64,138
26,88,44
14,54,1037
30,6,1049
83,22,984
6,94,868
52,91,1360
11,59,561
65,82,1076
21,59,148
87,31,823
80,24,247
1,25,350
24,27,1430
9,30,307
98,89,994
58,10,1047
28,51,1449
52,93,1484
75,74,1166
28,36,215
42,73,1475
94,79,9
72,98,1343
38,75,775
52,79,1275
70,89,1492
14,53,994
15,4,371
40,50,416
47,66,929
27,85,1083
31,95,1199
34,7,575
38,58,1351
97,39,1177
91,32,701
43,97,1371
67,59,548
11,25,558
94,41,39
21,87,214
94,87,1319
16,53,889
35,85,742
46,2,493
80,81,1247
83,16,939
71,37,599
19,52,188
63,45,191
74,71,970
28,6,1345
21,57,1499
47,11,938
18,49,1477
43,60,763
84,61,618
84,19,626
50,17,495
77,12,1210
80,72,2
39,79,66
87,35,1288
15,47,1209
80,44,491
49,7,67
93,79,537
95,12,593
27,51,738
18,28,1362
55,88,876
86,78,1063
35,86,453
99,43,1433
66,5,891
96,60,116
45,26,234
27,44,1185
54,72,346
85,59,1386
59,47,650
95,21,337
21,1,642
95,50,180
59,0,151
79,70,844
13,97,409
80,2,1185
56,32,347
91,99,740
8,58,286
69,95,310
25,3,234
33,41,134
98,47,1441
38,25,652
62,20,1423
41,67,1091
40,79,529
45,45,48
2,44,1457
13,26,168
79,12,771
45,98,1466
70,80,598
60,73,1016
85,29,725
14,64,550
1,8,680
83,59,1364
30,4,28
8,49,1097
66,52,1294
12,33,28
80,44,787
98,93,482
57,75,202
17,85,101
99,43,964
25,18,1421
30,28,14
90,85,166
13,10,566
63,25,180
82,60,1329
2,96,1346
86,79,711
9,7,1458
39,88,1416
75,7,61
87,72,1008
30,15,156
28,68,1369
42,87,189
24,59,531
76,71,160
38,47,1491
65,51,1097
64,10,1404
30,43,1231
39,9,477
45,46,1225
86,92,732
29,88,1276
41,27,49
97,34,310
24,40,1194
49,24,526
37,20,1007
63,22,642
82,31,49
37,76,689
57,86,505
72,20,673
96,39,681
85,45,665
59,19,1021
90,10,1021
20,87,669
29,93,98
55,8,1375
36,58,70
75,33,906
68,99,253
92,52,39
73,37,775
82,92,657
88,24,314
63,58,1202
5,19,878
3,47,515
95,39,1463
1,4,992
16,60,1274
99,6,431
76,77,1093
25,2,286
63,71,1013
26,19,1002
2,47,898
16,24,444
81,58,999
37,78,5
33,89,557
10,62,35
83,6,97
67,48,1124
67,13,478
88,53,1031
35,77,219
23,65,1273
64,63,1440
55,98,406
49,49,974
17,57,667
79,41,1044
13,23,1471
4,10,461
41,37,806
54,23,563
13,48,1494
91,72,5
67,92,174
88,74,98
36,55,1147
36,71,681
90,56,1146
97,68,856
10,82,694
15,84,565
39,7,489
99,71,1390
79,84,228
34,36,839
77,24,175
48,94,1026
53,23,834
72,3,1379
85,64,1264
32,9,1020
45,88,931
54,4,330
10,61,211
53,15,837
19,41,155
31,65,1399
34,99,1250
76,82,791
0,32,1378
40,24,728
73,38,947
0,66,1121
83,17,1370
18,88,450
22,29,1288
20,72,644
24,90,170
32,14,282
41,49,1187
8,75,286
31,0,543
13,38,637
37,47,1344
29,59,11
42,66,379
27,41,654
41,47,825
50,70,365
47,84,491
17,67,789
72,98,1265
57,92,871
39,43,474
30,4,779
15,65,326
7,3,570
26,87,1375
55,20,577
85,82,758
52,59,983
37,7,990
38,89,59
91,68,1271
86,3,600
75,74,1470
83,21,1313
85,83,1049
55,26,570
40,67,453
1,54,1325
70,95,691
17,68,617
34,72,234
26,32,746
81,73,600
10,34,1272
63,37,1165
27,35,79
13,11,104
95,4,1030
34,22,1188
89,3,1416
85,36,529
34,84,1305
92,86,828
40,48,1143
49,98,531
27,97,961
73,44,1062
63,82,463
4,20,1334
46,35,1385
36,67,1089
39,75,960
91,9,6
61,42,212
18,20,1337
87,10,1101
32,19,709
84,35,463
30,79,448
46,13,613
23,84,893
50,72,197
91,51,55
31,43,1173
46,39,1478
58,32,324
8,16,1266
95,19,1498
65,76,404
53,20,1470
97,95,405
4,35,1170
77,70,1381
43,79,269
99,82,493
2,83,1279
68,65,1472
16,67,157
8,43,959
46,79,529
58,95,173
97,94,1395
14,49,65
77,60,1362
77,31,1117
58,98,180
6,7,1244
75,96,1063
74,7,1407
40,4,106
95,27,211
16,68,473
35,23,71
46,31,313
78,94,1240
97,29,407
63,78,460
0,6,897
63,26,663
37,49,1334
4,25,435
46,63,644
93,22,972
39,83,93
82,61,878
52,23,1311
1,12,626
4,27,1434
4,6,462
4,88,57
77,93,605
97,22,1336
53,71,1324
21,82,1454
36,39,944
15,93,1477
84,89,322
5,18,90
94,25,903
62,49,25
42,44,20
93,99,1268
31,64,1010
10,0,1387
56,94,980
92,83,596
45,81,174
42,80,155
1,66,351
38,25,7
88,36,1382
30,64,1173
19,91,428
81,28,711
85,20,1005
47,62,1196
12,16,661
35,86,1336
71,96,559
61,60,842
46,71,981
77,30,69
9,26,746
58,69,1211
10,82,678
25,23,672
0,42,34
9,22,297
41,31,254
40,18,561
97,69,465
90,14,763
26,59,1024
32,84,646
34,7,60
80,49,894
38,54,1398
20,51,509
64,12,23
33,35,120
39,48,795
25,30,196
61,6,354
74,29,1018
49,36,1236
56,57,23
57,70,527
24,70,601
23,60,528
7,76,51
87,95,463
76,45,341
78,61,503
6,39,252
15,15,1453
69,70,17
23,13,1474
97,13,1040
15,3,830
30,58,1300
96,12,527
95,60,460
82,24,428
26,22,490
25,33,149
26,89,1473
44,46,1054
59,41,1188
98,5,1244
54,98,275
84,27,698
50,84,426
54,12,57
86,22,318
58,11,1211
63,83,1177
19,95,931
44,89,317
98,98,1309
13,68,216
97,83,456
27,4,1013
88,6,92
2,81,532
18,59,852
29,6,29
60,48,694
4,58,1266
96,49,561
6,60,1229
32,69,1394
39,73,247
86,0,1358
29,83,1378
21,72,1458
36,18,342
88,99,337
74,24,1418
39,27,159
76,4,1346
59,47,1125
44,57,1243
49,66,285
37,24,983
22,67,602
64,30,369
31,48,24
25,21,1155
17,94,1
96,73,1382
69,59,1184
87,17,1063
93,11,709
67,41,499
18,37,1127
54,52,126
85,30,1110
5,10,1411
26,67,1285
66,64,212
95,19,532
90,20,1205
11,93,1202
28,90,827
61,7,537
5,35,234
43,62,110
99,6,549
57,91,1415
8,63,562
8,61,901
32,61,433
16,89,559
15,90,783
76,9,1002
86,1,1467
66,70,1343
8,42,462
45,36,11
11,11,905
71,95,596
18,67,1389
83,81,993
42,22,732
77,93,297
12,44,1289
34,82,1237
21,52,1018
99,77,6
49,33,1317
47,73,191
44,64,107
12,35,7
5,48,14
64,94,649
72,62,1395
13,76,748
99,26,1349
80,65,1106
80,18,1386
68,2,555
89,70,73
57,7,11
89,92,22
38,73,465
0,86,699
17,76,913
5,71,833
70,0,1133
55,60,42
77,66,696
63,8,452
99,97,76
36,49,1035
82,58,938
15,46,1137
2,11,20
71,35,107
26,91,46
70,55,117
63,14,1059
44,97,995
28,75,1330
54,2,1409
76,62,368
43,98,649
15,14,411
17,94,861
95,71,1465
31,0,1015
99,46,82
18,88,1086
74,39,1409
64,77,348
95,28,1474
60,52,1470
83,30,178
26,36,130
64,75,65
31,24,537
1,82,601
55,78,1211
45,63,152
20,53,397
40,27,1241
76,28,1313
16,74,308
36,85,1392
90,22,306
37,50,185
30,22,1005
51,74,677
60,24,408
28,9,1334
50,84,369
27,16,1301
5,96,926
47,93,972
36,21,775
49,86,403
28,27,633
98,3,487
45,26,1416
85,3,822
22,31,290
81,68,380
31,99,1223
7,93,27
26,85,891
76,14,964
77,56,1227
99,58,1203
7,12,1278
73,34,1203
14,90,484
69,57,1480
19,59,895
2,92,932
38,52,868
57,44,596
95,87,1453
12,17,281
0,94,499
89,70,1196
46,8,121
26,6,613
79,7,188
13,9,1335
64,47,268
58,26,699
60,84,358
65,36,105
12,10,1257
86,55,299
61,53,192
53,33,791
25,99,512
14,11,720
17,61,293
86,30,244
45,59,971
40,49,889
25,31,425
91,83,497
21,16,1084
36,32,146
70,30,312
74,25,450
25,43,1407
65,73,1327
81,91,1282
60,59,1326
78,45,823
53,83,1204
31,47,762
57,3,603
50,60,454
9,75,482
54,75,510
37,42,1099
12,60,695
5,74,1140
64,92,539
72,51,1272
7,26,758
20,31,426
62,90,448
40,43,748
13,20,112
6,36,55
57,74,623
80,98,16
23,71,905
72,64,8
40,59,1229
88,64,373
87,99,730
25,14,639
56,49,315
33,20,898
43,85,241
16,6,677
15,48,1418
38,76,1127
58,69,539
57,26,486
55,78,244
66,61,435
70,51,418
91,6,506
37,50,1454
64,42,1310
60,16,717
22,95,1090
18,13,358
46,30,761
52,58,1108
97,62,1294
13,72,1126
35,74,1135
47,55,632
76,38,352
92,8,541
84,4,1019
86,48,934
12,58,418
73,70,493
2,0,863
23,60,956
22,55,350
29,91,890
64,15,648
65,6,1031
15,78,258
23,44,1174
40,83,1362
34,56,826
11,13,1212
9,52,764
25,50,574
69,34,1359
66,24,1214
81,34,615
63,83,1407
89,88,1051
80,92,25
60,79,82
58,9,1385
11,1,380
2,37,1353
31,66,1319
38,86,1429
34,99,1312
84,16,1493
69,65,1365
72,20,1487
50,28,1256
70,99,174
15,91,808
92,83,135
19,63,263
12,34,486
39,26,1395
52,68,582
44,7,638
98,26,1043
7,34,86
84,16,1112
72,7,188
15,64,1003
65,82,968
75,63,1022
87,62,592
57,22,1465
54,40,25
64,52,938
19,6,1202
60,78,199
37,52,1173
12,20,1023
1,9,170
50,62,1126
95,56,938
22,54,858
34,5,1391
6,4,491
91,25,1152
65,92,1411
49,72,1258
54,19,127
45,92,939
47,57,197
44,3,542
46,59,478
26,7,832
22,4,1194
33,28,155
74,15,575
90,4,44
61,46,111
3,45,1207
61,21,174
71,25,1108
39,66,351
33,19,227
24,78,258
72,57,306
41,15,361
32,56,1474
21,39,1446
77,38,390
63,41,285
77,23,1136
7,7,180
16,28,1157
63,27,157
13,91,801
72,62,341
56,33,243
62,16,105
38,25,1474
68,55,48
21,51,1057
88,12,622
90,72,1380
74,46,739
21,19,960
11,10,581
72,17,1467
34,87,1004
61,68,899
4,3,640
90,81,527
99,85,628
24,55,489
15,51,809
24,9,576
32,6,421
33,89,576
56,59,978
84,70,112
15,80,443
90,99,30
97,53,501
64,19,55
48,11,301
88,89,1369
55,0,693
62,96,1212
4,25,860
97,73,234
91,95,1317
63,52,1333
5,34,1253
58,30,1495
1,52,990
92,57,383
81,55,790
67,44,244
94,28,976
6,75,1270
88,48,985
15,79,346
88,37,1197
27,97,1292
95,62,237
44,96,688
33,31,909
36,22,101
13,47,581
84,6,1194
42,55,1031
12,0,220
70,60,854
17,15,733
8,20,464
83,46,1159
6,25,373
89,88,1278
75,76,761
95,33,1175
92,61,459
21,98,356
24,79,1295
19,93,848
93,38,455
3,59,253
36,75,692
2,81,1153
76,76,1318
41,65,645
11,34,204
44,48,1105
54,62,316
77,43,257
68,10,201
10,88,11
81,4,1276
82,0,865
78,28,122
91,33,321
2,53,1072
18,26,564
29,50,1311
93,22,473
34,89,905
87,92,831
62,44,728
16,22,1141
97,61,1230
79,40,961
22,73,1102
27,3,581
24,45,1033
50,54,297
84,31,1405
57,51,269
33,23,1431
39,34,273
68,69,951
69,58,842
1,75,122
32,2,324
69,83,50
28,65,1026
38,81,1475
29,78,1072
14,77,462
52,7,78
5,72,1421
56,39,1048
20,58,886
26,70,95
9,18,68
15,96,209
3,6,908
21,59,110
89,40,1326
85,47,1372
7,94,289
76,42,893
32,81,1215
98,46,636
58,51,1195
96,28,251
69,72,392
90,79,1405
61,52,660
55,30,1088
34,38,574
47,45,564
75,62,1421
56,14,714
78,85,245
72,9,153
25,40,93
33,35,902
46,58,684
29,56,596
14,76,503
60,53,716
61,30,827
5,61,291
10,83,366
64,58,1460
97,93,167
24,71,1222
52,79,742
23,86,417
10,2,815
65,90,112
30,40,1400
89,51,821
32,54,1048
1,18,1465
27,56,1173
66,7,652
83,31,737
58,88,373
65,3,76
70,82,391
60,0,1461
49,34,1219
16,16,1455
29,97,1288
6,15,932
42,20,63
67,53,230
39,44,413
54,73,1323
13,44,1190
50,8,1044
67,70,947
92,30,843
80,43,1303
67,34,577
11,40,1411
65,29,883
34,30,1011
97,76,1011
26,93,215
3,51,724
73,8,646
3,30,8
83,63,926
23,27,923
42,20,923
75,90,754
58,43,450
68,36,1267
39,69,50
53,14,1014
58,1,958
85,35,1
84,83,521
88,18,737
42,45,1261
12,6,401
69,47,849
38,83,531
93,18,447
76,84,1110
77,80,1125
85,18,1314
70,86,858
87,84,871
25,93,968
78,8,1257
86,40,967
34,37,778
63,39,777
74,99,30
68,31,456
95,22,429
80,49,701
7,5,653
30,65,1359
99,51,890
99,26,642
97,31,270
7,4,138
63,40,1319
14,46,305
75,5,490
40,28,109
28,31,848
61,69,797
82,68,669
67,30,280
13,58,1333
89,66,1104
44,2,11
30,22,238
92,6,605
32,60,1285
1,22,281
45,53,963
21,46,389
16,17,946
38,63,180
84,81,1458
43,69,633
36,1,152
24,85,97
68,23,1255
90,33,895
24,63,406
9,1,1471
62,85,1447
47,49,142
87,72,318
32,6,46
40,31,1098
64,92,182
90,90,1328
73,83,1134
66,88,480
87,54,523
83,84,1168
11,6,343
79,15,667
72,16,284
47,95,715
61,66,1471
65,95,1168
85,35,699
31,36,1016
59,29,349
65,34,1491
72,25,531
40,76,458
87,79,1167
